Order Date,Product Name,Category,Region,Quantity,Sales,Profit
12/7/2023,Mouse,Accessories,West,1,527.00,27.45
9/11/2022,Keyboard,Accessories,North,2,1160.00,206.49
3/29/2022,Mouse,Accessories,West,5,5430.00,310.86
1/15/2024,Tablet,Electronics,South,7,6874.00,454.53
7/12/2023,Printer,Office,East,8,8952.00,1825.37
6/6/2022,Mouse,Accessories,East,8,416.00,67.81
11/18/2023,Smartphone,Electronics,South,3,1680.00,140.27
8/27/2022,Mouse,Accessories,South,7,4340.00,383.90
1/16/2022,Laptop,Electronics,West,9,7650.00,2130.82
4/3/2024,Smartwatch,Electronics,West,8,6328.00,412.76
8/19/2022,Keyboard,Accessories,West,2,1312.00,344.00
1/21/2022,Camera,Electronics,East,9,8055.00,2300.17
3/19/2022,Camera,Electronics,South,2,840.00,153.61
3/16/2023,Tablet,Electronics,South,9,9423.00,2794.89
12/30/2023,Monitor,Accessories,North,8,6520.00,1113.12
10/20/2022,Laptop,Electronics,North,3,1950.00,116.12
10/16/2023,Camera,Electronics,South,6,5928.00,1177.20
7/29/2023,Camera,Electronics,South,7,4809.00,1418.72
6/4/2023,Smartphone,Electronics,West,4,356.00,23.40
4/28/2023,Laptop,Electronics,South,2,570.00,94.39
5/13/2022,Monitor,Accessories,East,7,7791.00,907.96
5/10/2024,Smartwatch,Electronics,East,4,4168.00,494.48
8/21/2023,Tablet,Electronics,North,2,684.00,183.85
1/5/2024,Smartphone,Electronics,East,7,3857.00,447.99
9/7/2024,Camera,Electronics,North,5,3250.00,699.99
8/3/2023,Printer,Office,North,6,1194.00,79.62
5/7/2023,Laptop,Electronics,West,6,3486.00,320.91
8/5/2022,Monitor,Accessories,West,7,1554.00,370.97
7/19/2024,Smartwatch,Electronics,North,3,2601.00,463.36
11/15/2022,Headphones,Accessories,West,4,3616.00,745.75
2/1/2023,Mouse,Accessories,West,5,3350.00,986.33
12/20/2023,Smartwatch,Electronics,South,5,2545.00,588.47
8/26/2024,Monitor,Accessories,East,1,545.00,68.28
12/19/2023,Mouse,Accessories,North,7,1470.00,178.85
11/30/2023,Camera,Electronics,South,3,3126.00,870.95
12/27/2024,Laptop,Electronics,West,3,1368.00,302.29
12/21/2024,Headphones,Accessories,East,9,7083.00,1353.39
1/28/2024,Printer,Office,East,2,1994.00,453.74
9/3/2022,Camera,Electronics,North,4,4716.00,1084.16
2/29/2024,Monitor,Accessories,South,1,975.00,125.85
4/21/2023,Smartphone,Electronics,West,9,9891.00,1774.03
5/24/2024,Smartwatch,Electronics,South,2,626.00,159.49
5/19/2024,Monitor,Accessories,East,8,5632.00,1620.04
9/10/2024,Printer,Office,West,3,2568.00,734.60
9/12/2023,Tablet,Electronics,East,7,5285.00,629.07
11/8/2023,Camera,Electronics,East,2,516.00,122.77
5/31/2022,Monitor,Accessories,East,3,2139.00,503.08
1/5/2023,Laptop,Electronics,East,9,8136.00,1923.89
10/25/2024,Laptop,Electronics,West,5,2130.00,318.99
4/1/2024,Headphones,Accessories,South,5,3445.00,202.15
12/16/2024,Tablet,Electronics,East,8,5376.00,429.84
8/5/2023,Printer,Office,West,6,3006.00,730.14
12/31/2022,Headphones,Accessories,North,7,3941.00,1113.85
3/10/2023,Monitor,Accessories,North,5,3350.00,389.95
5/5/2024,Printer,Office,South,3,2019.00,265.44
6/9/2022,Headphones,Accessories,North,8,2416.00,403.38
5/13/2022,Monitor,Accessories,West,8,6160.00,684.71
4/7/2022,Printer,Office,East,4,2796.00,682.65
12/19/2024,Smartwatch,Electronics,South,7,7700.00,1573.41
6/17/2024,Smartwatch,Electronics,West,5,2095.00,193.93
9/25/2024,Camera,Electronics,North,5,5990.00,1548.62
12/27/2024,Smartwatch,Electronics,North,2,1206.00,307.02
3/15/2024,Smartwatch,Electronics,South,5,1330.00,285.78
7/25/2022,Camera,Electronics,West,6,2706.00,766.68
1/14/2023,Laptop,Electronics,East,3,426.00,50.80
11/13/2024,Tablet,Electronics,West,1,414.00,50.26
6/29/2024,Laptop,Electronics,East,5,5465.00,546.33
5/22/2024,Tablet,Electronics,South,3,726.00,71.06
4/30/2022,Smartwatch,Electronics,East,1,1001.00,225.75
2/16/2022,Mouse,Accessories,West,9,7362.00,1866.65
5/14/2022,Keyboard,Accessories,East,4,2284.00,576.59
12/17/2022,Tablet,Electronics,East,4,2940.00,566.36
5/16/2023,Printer,Office,South,4,3068.00,868.89
8/7/2024,Smartphone,Electronics,North,3,3477.00,862.21
8/4/2024,Smartwatch,Electronics,West,9,4014.00,204.48
8/7/2024,Monitor,Accessories,North,8,7200.00,804.53
4/3/2024,Smartwatch,Electronics,West,3,735.00,134.53
1/31/2023,Monitor,Accessories,East,3,2964.00,446.54
3/25/2022,Camera,Electronics,West,9,3699.00,276.07
5/14/2022,Printer,Office,West,3,1563.00,221.62
7/13/2023,Mouse,Accessories,South,2,124.00,32.27
7/3/2023,Mouse,Accessories,North,2,416.00,71.68
3/7/2023,Camera,Electronics,South,8,2624.00,294.24
11/4/2024,Headphones,Accessories,East,4,1636.00,134.85
12/24/2023,Headphones,Accessories,East,8,8200.00,1978.93
3/10/2022,Mouse,Accessories,East,5,5615.00,715.58
9/30/2022,Printer,Office,East,5,3085.00,413.52
12/7/2024,Keyboard,Accessories,South,6,3198.00,913.76
2/13/2022,Camera,Electronics,West,4,1848.00,374.66
4/11/2023,Smartwatch,Electronics,North,4,652.00,116.06
11/22/2022,Mouse,Accessories,South,6,2940.00,609.99
5/29/2022,Headphones,Accessories,East,4,3912.00,454.89
10/9/2022,Tablet,Electronics,South,8,9392.00,891.07
10/21/2022,Monitor,Accessories,West,1,312.00,43.01
11/24/2023,Laptop,Electronics,East,9,7731.00,1459.74
6/23/2023,Tablet,Electronics,West,1,1081.00,229.32
8/16/2023,Smartphone,Electronics,West,6,1926.00,393.01
7/26/2022,Monitor,Accessories,East,3,936.00,88.51
12/29/2024,Laptop,Electronics,South,9,8550.00,1970.98
8/24/2023,Monitor,Accessories,North,4,2468.00,457.51
9/4/2023,Tablet,Electronics,West,3,801.00,90.34
1/3/2023,Laptop,Electronics,East,9,2655.00,701.11
11/30/2023,Smartwatch,Electronics,West,8,3928.00,700.38
7/11/2024,Monitor,Accessories,East,8,6488.00,1438.34
2/3/2024,Headphones,Accessories,West,9,7695.00,1749.26
7/19/2023,Headphones,Accessories,West,2,1856.00,468.19
4/14/2022,Smartwatch,Electronics,North,7,1519.00,403.63
1/19/2024,Tablet,Electronics,West,3,3549.00,996.05
9/12/2024,Laptop,Electronics,East,3,1656.00,378.84
8/24/2024,Keyboard,Accessories,North,7,812.00,175.55
12/25/2022,Mouse,Accessories,North,5,3730.00,864.41
12/24/2023,Monitor,Accessories,South,1,1161.00,210.87
5/18/2022,Headphones,Accessories,North,3,2256.00,282.52
9/28/2024,Monitor,Accessories,East,1,359.00,78.17
3/23/2024,Headphones,Accessories,East,2,130.00,11.10
9/26/2022,Mouse,Accessories,South,8,4248.00,831.54
10/4/2024,Camera,Electronics,South,5,1825.00,221.47
9/25/2024,Keyboard,Accessories,East,2,876.00,224.01
1/3/2023,Camera,Electronics,North,9,9180.00,2752.84
3/26/2024,Monitor,Accessories,West,5,1765.00,160.89
10/6/2022,Monitor,Accessories,South,2,1504.00,164.51
6/30/2022,Keyboard,Accessories,South,9,1881.00,430.78
1/16/2022,Keyboard,Accessories,East,9,7425.00,1533.72
10/16/2022,Tablet,Electronics,East,9,720.00,192.83
5/7/2024,Smartphone,Electronics,West,5,2985.00,698.22
1/4/2022,Laptop,Electronics,North,9,711.00,200.11
8/13/2024,Printer,Office,South,6,6276.00,1396.25
1/13/2023,Mouse,Accessories,East,7,7966.00,955.80
3/14/2023,Headphones,Accessories,East,8,4200.00,854.89
5/17/2024,Laptop,Electronics,East,7,455.00,80.00
10/15/2024,Keyboard,Accessories,South,8,5040.00,465.36
9/11/2023,Mouse,Accessories,East,1,856.00,87.69
7/20/2023,Monitor,Accessories,West,5,5230.00,385.77
3/19/2022,Laptop,Electronics,South,5,4635.00,769.03
12/7/2024,Laptop,Electronics,East,6,5508.00,360.28
6/6/2023,Smartphone,Electronics,North,1,258.00,27.01
7/13/2023,Smartphone,Electronics,East,1,677.00,88.41
7/10/2023,Monitor,Accessories,West,5,4545.00,755.05
9/9/2024,Smartphone,Electronics,South,5,4370.00,1255.36
1/6/2023,Keyboard,Accessories,East,3,372.00,57.51
9/5/2024,Camera,Electronics,West,9,3177.00,629.96
4/19/2023,Printer,Office,South,7,1659.00,127.48
4/20/2023,Tablet,Electronics,South,3,3360.00,759.31
3/2/2023,Smartphone,Electronics,West,2,1132.00,290.56
10/5/2024,Smartwatch,Electronics,East,5,1815.00,468.62
11/11/2023,Mouse,Accessories,North,1,459.00,125.19
11/15/2023,Smartphone,Electronics,West,1,1128.00,73.74
10/30/2024,Monitor,Accessories,East,6,1170.00,104.63
8/1/2022,Smartwatch,Electronics,North,5,4420.00,380.69
2/29/2024,Smartphone,Electronics,West,6,456.00,69.15
2/25/2024,Tablet,Electronics,North,2,1458.00,154.79
6/24/2024,Monitor,Accessories,West,7,2989.00,197.58
12/20/2024,Camera,Electronics,North,4,3424.00,845.68
10/14/2024,Mouse,Accessories,West,2,1226.00,124.25
11/16/2024,Laptop,Electronics,North,8,6760.00,1097.63
9/25/2023,Smartphone,Electronics,West,1,111.00,13.61
6/9/2023,Printer,Office,North,5,3275.00,222.29
9/8/2024,Headphones,Accessories,North,3,2508.00,498.69
9/1/2024,Keyboard,Accessories,South,8,904.00,202.35
9/5/2024,Printer,Office,West,3,1506.00,427.84
10/23/2022,Smartphone,Electronics,South,3,987.00,97.01
1/29/2022,Smartphone,Electronics,East,7,2968.00,728.94
3/17/2022,Mouse,Accessories,South,5,4200.00,746.86
1/16/2024,Smartwatch,Electronics,North,5,1645.00,313.66
11/25/2024,Printer,Office,East,3,3282.00,492.59
2/13/2022,Headphones,Accessories,East,9,4914.00,1160.45
3/30/2023,Laptop,Electronics,North,6,3924.00,762.96
9/12/2023,Headphones,Accessories,South,6,420.00,65.62
6/28/2024,Printer,Office,West,4,1544.00,106.02
8/29/2022,Headphones,Accessories,East,2,2046.00,233.47
11/22/2023,Headphones,Accessories,West,2,1548.00,157.48
5/10/2023,Keyboard,Accessories,North,4,3184.00,478.27
10/17/2024,Printer,Office,South,5,3385.00,774.86
10/11/2023,Monitor,Accessories,North,1,59.00,10.32
5/18/2024,Monitor,Accessories,South,8,5976.00,1016.99
1/30/2023,Mouse,Accessories,West,3,1791.00,122.50
1/13/2023,Smartwatch,Electronics,West,2,1644.00,189.32
5/17/2024,Tablet,Electronics,West,8,6584.00,544.62
8/3/2022,Headphones,Accessories,East,5,1620.00,325.87
2/6/2024,Mouse,Accessories,West,9,2736.00,407.22
4/11/2024,Monitor,Accessories,South,4,1064.00,274.47
6/18/2024,Camera,Electronics,South,7,2667.00,363.50
4/3/2023,Headphones,Accessories,South,3,735.00,217.79
12/18/2024,Laptop,Electronics,East,1,58.00,11.25
4/25/2023,Camera,Electronics,South,7,3136.00,850.30
9/17/2023,Mouse,Accessories,East,4,3936.00,374.34
11/23/2022,Smartphone,Electronics,East,9,6102.00,947.91
5/17/2024,Smartphone,Electronics,North,8,9408.00,552.44
12/14/2022,Mouse,Accessories,South,9,7875.00,1243.56
10/13/2024,Keyboard,Accessories,North,9,9900.00,576.80
10/16/2024,Keyboard,Accessories,North,2,430.00,114.91
9/18/2023,Mouse,Accessories,South,3,813.00,238.10
12/9/2023,Camera,Electronics,South,4,4176.00,980.11
10/2/2023,Camera,Electronics,South,4,3084.00,348.38
3/31/2022,Mouse,Accessories,West,7,8008.00,1593.65
6/12/2024,Smartwatch,Electronics,South,4,4608.00,963.50
6/16/2024,Headphones,Accessories,West,4,4356.00,614.62
9/4/2023,Printer,Office,South,1,566.00,169.17
12/2/2022,Laptop,Electronics,East,7,945.00,75.21
11/12/2022,Smartwatch,Electronics,North,4,2200.00,484.33
12/30/2024,Mouse,Accessories,North,1,746.00,131.25
12/6/2024,Monitor,Accessories,East,5,3505.00,678.18
5/26/2024,Monitor,Accessories,East,5,4795.00,819.12
10/20/2024,Monitor,Accessories,North,5,4590.00,650.05
5/4/2023,Monitor,Accessories,North,4,2092.00,467.02
5/9/2024,Mouse,Accessories,South,8,3568.00,334.13
12/7/2023,Smartphone,Electronics,West,9,10404.00,2028.21
12/10/2022,Printer,Office,South,9,7029.00,1005.58
11/21/2022,Laptop,Electronics,West,8,664.00,126.60
11/20/2024,Tablet,Electronics,West,3,1923.00,274.00
11/30/2022,Printer,Office,West,7,2471.00,566.51
1/3/2024,Smartphone,Electronics,North,2,258.00,64.12
10/29/2024,Smartwatch,Electronics,East,9,1134.00,267.26
9/24/2024,Headphones,Accessories,East,5,855.00,238.83
4/9/2024,Smartwatch,Electronics,West,9,3231.00,670.85
9/5/2024,Tablet,Electronics,South,7,3591.00,266.59
2/3/2024,Camera,Electronics,East,2,254.00,20.48
3/17/2023,Smartphone,Electronics,South,5,5930.00,1193.32
7/15/2024,Headphones,Accessories,West,2,1344.00,297.99
3/20/2023,Laptop,Electronics,East,1,920.00,98.31
8/28/2022,Printer,Office,North,9,5454.00,385.51
12/1/2022,Laptop,Electronics,West,8,9512.00,663.23
1/21/2023,Mouse,Accessories,North,4,2972.00,827.46
5/23/2024,Smartwatch,Electronics,West,3,3360.00,465.02
10/24/2022,Tablet,Electronics,West,4,1004.00,240.13
12/25/2024,Headphones,Accessories,West,2,1944.00,332.55
9/18/2023,Monitor,Accessories,East,5,5055.00,1200.09
7/18/2022,Smartwatch,Electronics,West,2,128.00,8.33
3/9/2024,Smartphone,Electronics,East,3,633.00,163.03
12/14/2022,Printer,Office,South,3,2523.00,506.70
11/6/2023,Printer,Office,West,1,196.00,39.60
2/11/2022,Printer,Office,East,9,4212.00,552.96
3/28/2024,Monitor,Accessories,North,1,63.00,17.29
7/2/2023,Mouse,Accessories,South,8,2752.00,394.66
11/11/2024,Mouse,Accessories,West,3,1989.00,419.61
3/9/2024,Laptop,Electronics,East,8,8032.00,466.19
1/21/2022,Tablet,Electronics,South,6,3702.00,407.34
10/17/2022,Smartwatch,Electronics,East,8,456.00,90.24
2/10/2023,Camera,Electronics,West,7,5355.00,1143.16
3/4/2024,Camera,Electronics,West,1,972.00,261.91
1/8/2022,Headphones,Accessories,South,5,3290.00,797.82
11/24/2022,Laptop,Electronics,East,1,735.00,139.31
10/24/2024,Tablet,Electronics,North,3,3336.00,798.26
10/3/2022,Keyboard,Accessories,West,3,2082.00,346.53
7/18/2024,Keyboard,Accessories,East,2,1340.00,129.89
3/13/2022,Laptop,Electronics,East,5,1160.00,227.13
9/21/2024,Monitor,Accessories,East,4,1272.00,299.84
1/14/2022,Printer,Office,West,3,2817.00,588.47
3/5/2024,Monitor,Accessories,East,3,1464.00,264.67
2/13/2023,Headphones,Accessories,West,1,307.00,60.51
10/1/2022,Tablet,Electronics,West,6,5706.00,1306.92
5/25/2024,Headphones,Accessories,North,1,1112.00,100.47
7/15/2023,Keyboard,Accessories,West,1,1147.00,133.48
2/11/2023,Laptop,Electronics,North,2,330.00,66.57
7/12/2023,Monitor,Accessories,North,4,2176.00,250.89
3/19/2022,Headphones,Accessories,South,7,7616.00,1317.79
7/16/2024,Printer,Office,North,1,1091.00,258.30
4/3/2024,Tablet,Electronics,East,2,1026.00,279.76
11/17/2024,Tablet,Electronics,West,2,210.00,42.04
9/17/2022,Printer,Office,North,2,180.00,10.78
9/12/2024,Tablet,Electronics,North,4,380.00,72.88
8/13/2023,Monitor,Accessories,West,8,7664.00,1580.55
10/22/2022,Smartphone,Electronics,East,8,6056.00,1029.90
1/28/2022,Mouse,Accessories,North,6,606.00,104.52
3/30/2024,Monitor,Accessories,North,3,750.00,193.86
12/11/2024,Printer,Office,East,2,1218.00,218.88
3/26/2023,Laptop,Electronics,West,2,2162.00,355.45
3/13/2023,Headphones,Accessories,East,9,2223.00,347.01
9/19/2023,Smartphone,Electronics,West,7,4452.00,920.05
2/8/2022,Printer,Office,West,1,184.00,50.19
4/5/2022,Headphones,Accessories,North,3,288.00,77.38
1/24/2024,Camera,Electronics,West,2,834.00,150.12
8/20/2023,Keyboard,Accessories,East,5,4025.00,923.17
9/8/2023,Headphones,Accessories,West,7,4732.00,1084.28
5/19/2022,Headphones,Accessories,West,5,4025.00,407.72
7/15/2023,Printer,Office,South,8,2416.00,500.93
3/16/2024,Tablet,Electronics,North,7,1897.00,524.69
4/16/2022,Mouse,Accessories,East,4,840.00,190.13
1/2/2022,Mouse,Accessories,North,8,6600.00,360.45
10/20/2022,Laptop,Electronics,West,2,2362.00,342.27
2/4/2024,Headphones,Accessories,South,6,2958.00,577.27
3/22/2024,Tablet,Electronics,East,1,477.00,56.49
6/4/2022,Keyboard,Accessories,North,3,942.00,84.80
1/21/2023,Camera,Electronics,East,2,2084.00,586.72
8/16/2023,Tablet,Electronics,West,6,4584.00,473.37
5/28/2022,Printer,Office,East,1,1118.00,319.28
4/30/2024,Mouse,Accessories,North,9,4005.00,652.15
3/4/2024,Smartwatch,Electronics,East,5,4610.00,1293.37
10/14/2024,Keyboard,Accessories,South,1,551.00,86.84
8/5/2022,Printer,Office,West,1,75.00,19.29
12/19/2023,Mouse,Accessories,South,6,6576.00,1899.67
3/26/2023,Printer,Office,North,6,6432.00,1410.52
8/8/2022,Headphones,Accessories,South,7,7763.00,1444.27
3/2/2024,Monitor,Accessories,East,7,2240.00,622.29
12/4/2022,Headphones,Accessories,East,6,5298.00,1209.88
7/15/2023,Smartwatch,Electronics,North,2,116.00,32.27
2/2/2022,Tablet,Electronics,East,8,6728.00,1140.19
12/2/2022,Monitor,Accessories,North,5,490.00,55.59
1/26/2024,Monitor,Accessories,North,7,2765.00,699.86
4/21/2022,Smartphone,Electronics,West,8,2680.00,598.97
8/19/2023,Camera,Electronics,East,2,2174.00,335.37
4/11/2024,Monitor,Accessories,North,9,5562.00,1258.12
9/27/2022,Smartphone,Electronics,East,8,9208.00,2595.33
8/31/2024,Smartphone,Electronics,West,4,4512.00,546.71
3/4/2024,Camera,Electronics,West,9,7974.00,1965.96
4/30/2022,Monitor,Accessories,East,6,4944.00,1335.04
3/19/2022,Printer,Office,South,3,1611.00,234.84
7/5/2024,Smartwatch,Electronics,West,9,4599.00,618.89
3/21/2024,Laptop,Electronics,East,6,4380.00,419.30
10/20/2024,Headphones,Accessories,South,2,2376.00,580.26
1/3/2023,Monitor,Accessories,South,9,6588.00,1800.90
1/5/2022,Mouse,Accessories,East,5,3745.00,720.08
6/18/2022,Camera,Electronics,North,5,5305.00,1389.25
5/19/2023,Tablet,Electronics,North,8,1608.00,332.12
7/18/2024,Monitor,Accessories,East,9,4977.00,745.81
2/9/2022,Smartphone,Electronics,East,7,4529.00,273.97
4/15/2024,Camera,Electronics,West,7,4690.00,319.42
11/12/2024,Keyboard,Accessories,East,4,2424.00,544.07
11/27/2024,Keyboard,Accessories,North,6,3594.00,610.77
5/3/2022,Keyboard,Accessories,North,7,3962.00,491.90
3/14/2024,Camera,Electronics,East,2,944.00,149.38
12/20/2022,Smartwatch,Electronics,West,6,6792.00,1787.97
3/6/2023,Tablet,Electronics,North,7,6804.00,1383.81
9/20/2024,Camera,Electronics,South,6,816.00,98.75
7/10/2022,Monitor,Accessories,North,6,5916.00,544.59
6/17/2022,Mouse,Accessories,South,5,5730.00,310.58
5/13/2024,Headphones,Accessories,East,7,8288.00,785.54
6/24/2022,Headphones,Accessories,South,2,2046.00,394.93
6/5/2022,Tablet,Electronics,East,9,5031.00,1149.48
3/10/2022,Keyboard,Accessories,South,9,1764.00,417.95
7/23/2022,Laptop,Electronics,South,8,1880.00,486.88
12/25/2023,Smartwatch,Electronics,West,2,200.00,10.45
10/6/2022,Mouse,Accessories,East,3,2688.00,476.77
1/2/2023,Laptop,Electronics,West,4,3216.00,213.81
12/21/2023,Camera,Electronics,East,8,8440.00,1504.18
4/26/2024,Tablet,Electronics,East,7,1582.00,208.42
7/12/2024,Laptop,Electronics,North,1,58.00,10.79
3/26/2022,Smartwatch,Electronics,West,8,608.00,163.18
11/19/2024,Smartphone,Electronics,North,3,183.00,41.82
7/2/2024,Monitor,Accessories,West,5,3105.00,744.26
4/13/2023,Monitor,Accessories,North,5,2450.00,485.18
12/5/2022,Laptop,Electronics,North,3,3024.00,622.29
4/20/2023,Printer,Office,East,4,3856.00,747.79
3/11/2024,Keyboard,Accessories,West,7,532.00,121.03
2/19/2023,Smartphone,Electronics,South,4,3152.00,307.62
12/4/2023,Monitor,Accessories,East,9,8586.00,1555.82
10/21/2022,Monitor,Accessories,South,2,1046.00,273.38
2/15/2022,Tablet,Electronics,West,4,3452.00,560.31
3/12/2022,Monitor,Accessories,West,4,2368.00,361.02
10/20/2022,Camera,Electronics,South,2,1924.00,422.25
9/19/2022,Laptop,Electronics,West,5,4580.00,1148.06
11/2/2024,Headphones,Accessories,East,5,3735.00,423.94
5/13/2023,Monitor,Accessories,North,4,2476.00,417.16
7/13/2023,Laptop,Electronics,South,2,162.00,16.51
7/4/2022,Printer,Office,West,3,258.00,38.03
3/19/2022,Keyboard,Accessories,East,4,3524.00,998.29
5/27/2023,Smartwatch,Electronics,South,8,6184.00,1796.90
3/7/2023,Monitor,Accessories,West,6,3750.00,645.69
4/15/2022,Mouse,Accessories,South,5,1465.00,424.64
3/28/2024,Camera,Electronics,North,4,4480.00,412.05
2/29/2024,Laptop,Electronics,North,8,1544.00,281.22
1/21/2024,Headphones,Accessories,North,9,7974.00,1181.04
3/30/2024,Printer,Office,East,5,5920.00,1679.15
10/2/2024,Smartwatch,Electronics,South,8,8792.00,2045.54
12/18/2023,Smartwatch,Electronics,East,1,294.00,52.37
1/23/2022,Camera,Electronics,East,7,1169.00,264.37
2/14/2024,Camera,Electronics,West,8,9232.00,880.52
10/9/2023,Headphones,Accessories,South,4,1396.00,135.48
1/23/2024,Camera,Electronics,North,9,10188.00,1408.18
9/13/2022,Monitor,Accessories,West,2,222.00,23.65
4/3/2024,Monitor,Accessories,West,2,1328.00,358.07
11/6/2024,Printer,Office,East,9,5085.00,488.63
8/2/2024,Mouse,Accessories,West,3,1245.00,229.73
8/18/2022,Tablet,Electronics,South,2,960.00,124.02
3/3/2024,Smartphone,Electronics,West,9,5553.00,329.79
9/10/2023,Keyboard,Accessories,North,2,1790.00,236.76
7/11/2024,Keyboard,Accessories,West,8,2712.00,247.84
5/6/2024,Laptop,Electronics,North,1,632.00,89.14
1/13/2022,Headphones,Accessories,South,8,4904.00,520.74
12/5/2022,Keyboard,Accessories,South,1,361.00,58.80
2/11/2022,Printer,Office,West,9,7290.00,841.07
3/8/2024,Smartwatch,Electronics,South,4,2052.00,181.64
5/21/2024,Mouse,Accessories,North,3,1842.00,112.85
12/6/2023,Mouse,Accessories,North,9,10593.00,2488.69
8/28/2022,Camera,Electronics,South,6,1218.00,129.36
11/19/2023,Mouse,Accessories,South,5,4240.00,426.41
10/29/2024,Keyboard,Accessories,East,2,226.00,38.52
3/25/2022,Camera,Electronics,East,6,5154.00,1072.80
7/30/2023,Mouse,Accessories,North,6,1236.00,304.88
11/14/2022,Tablet,Electronics,South,1,1179.00,159.42
12/29/2024,Printer,Office,West,5,2275.00,313.50
5/21/2023,Smartwatch,Electronics,North,7,6188.00,1231.30
12/16/2023,Headphones,Accessories,West,3,2946.00,666.99
9/10/2023,Headphones,Accessories,South,5,5085.00,1172.12
5/2/2022,Keyboard,Accessories,North,2,712.00,205.53
2/3/2023,Smartwatch,Electronics,East,6,648.00,62.25
2/2/2023,Mouse,Accessories,North,5,2735.00,483.20
12/26/2022,Printer,Office,North,6,2910.00,173.45
5/15/2022,Smartwatch,Electronics,South,1,263.00,69.39
12/5/2023,Smartphone,Electronics,North,2,876.00,66.68
11/5/2023,Mouse,Accessories,West,1,913.00,162.24
10/13/2024,Laptop,Electronics,South,9,594.00,93.92
2/27/2022,Headphones,Accessories,South,2,956.00,202.14
6/17/2024,Laptop,Electronics,East,7,7301.00,2026.43
5/14/2023,Headphones,Accessories,South,6,5754.00,1628.61
6/21/2022,Headphones,Accessories,East,4,1372.00,274.47
7/8/2022,Headphones,Accessories,North,8,920.00,214.27
1/18/2024,Smartphone,Electronics,North,3,885.00,150.79
12/30/2024,Camera,Electronics,North,1,379.00,39.41
9/9/2024,Headphones,Accessories,West,8,1024.00,201.92
5/4/2024,Keyboard,Accessories,West,4,4312.00,388.48
6/6/2023,Mouse,Accessories,East,5,5030.00,540.73
1/31/2022,Smartphone,Electronics,West,2,1438.00,315.83
4/7/2022,Keyboard,Accessories,South,1,419.00,108.36
2/24/2022,Headphones,Accessories,East,3,3519.00,935.72
4/3/2022,Tablet,Electronics,East,8,2912.00,451.97
2/20/2023,Smartphone,Electronics,North,5,4005.00,226.09
8/22/2023,Smartwatch,Electronics,South,5,2075.00,271.71
2/23/2023,Laptop,Electronics,South,2,120.00,7.74
8/12/2024,Camera,Electronics,North,4,564.00,32.80
10/1/2023,Smartwatch,Electronics,East,2,486.00,62.58
4/15/2023,Smartwatch,Electronics,East,2,1488.00,342.87
2/24/2023,Laptop,Electronics,West,6,3096.00,277.68
11/4/2022,Smartwatch,Electronics,West,8,6488.00,1845.07
4/11/2024,Smartwatch,Electronics,West,4,4284.00,848.44
7/5/2022,Smartwatch,Electronics,North,8,1864.00,110.81
5/8/2024,Camera,Electronics,West,5,4435.00,954.12
10/3/2024,Camera,Electronics,East,4,3296.00,460.98
5/5/2023,Mouse,Accessories,East,3,780.00,217.92
6/2/2022,Smartwatch,Electronics,East,7,4396.00,962.61
5/2/2023,Keyboard,Accessories,South,6,1362.00,202.68
1/13/2022,Mouse,Accessories,East,7,3843.00,378.03
9/9/2022,Printer,Office,East,2,2080.00,450.24
4/7/2022,Mouse,Accessories,South,5,1210.00,201.45
11/15/2023,Printer,Office,West,3,2316.00,356.50
7/18/2023,Monitor,Accessories,West,6,3366.00,614.22
6/7/2024,Tablet,Electronics,West,9,6507.00,1075.51
5/14/2024,Mouse,Accessories,South,1,384.00,35.36
1/5/2022,Laptop,Electronics,South,5,3625.00,563.95
12/14/2022,Tablet,Electronics,South,1,400.00,45.16
2/22/2022,Monitor,Accessories,North,5,2880.00,209.58
3/28/2023,Printer,Office,West,6,1608.00,302.32
2/8/2023,Headphones,Accessories,South,2,1574.00,196.84
9/13/2024,Keyboard,Accessories,East,3,2478.00,584.37
9/20/2024,Headphones,Accessories,East,8,8872.00,1486.58
3/24/2024,Printer,Office,East,8,2320.00,668.63
7/29/2023,Headphones,Accessories,West,3,171.00,9.02
11/20/2024,Keyboard,Accessories,South,8,4536.00,627.13
6/9/2024,Headphones,Accessories,South,3,1308.00,73.28
10/27/2022,Laptop,Electronics,North,4,4048.00,641.23
5/29/2022,Tablet,Electronics,East,9,4041.00,963.58
5/24/2024,Headphones,Accessories,South,5,5665.00,332.46
11/29/2023,Mouse,Accessories,South,6,6876.00,1029.92
3/2/2023,Monitor,Accessories,South,1,617.00,145.37
9/15/2022,Monitor,Accessories,South,6,1440.00,130.40
4/17/2024,Smartwatch,Electronics,East,8,472.00,116.36
6/30/2023,Laptop,Electronics,North,5,5640.00,1227.77
10/26/2022,Headphones,Accessories,West,6,2640.00,668.12
7/13/2024,Smartphone,Electronics,South,3,768.00,72.67
2/22/2024,Keyboard,Accessories,South,1,725.00,81.96
4/28/2024,Headphones,Accessories,North,8,1080.00,210.69
10/30/2024,Headphones,Accessories,South,1,393.00,40.34
6/11/2024,Smartwatch,Electronics,North,4,1264.00,371.92
9/3/2022,Headphones,Accessories,South,9,4797.00,1193.95
3/27/2022,Tablet,Electronics,East,8,2080.00,151.14
2/16/2022,Camera,Electronics,West,4,3812.00,312.80
2/25/2024,Mouse,Accessories,West,5,3695.00,463.57
